Segment (2, 9): 1433, 2136, 1417, 2126, 1433, 2136, 1478, 2167, 210, 739, 0, 709, 210, 739, 419, 823
Segment (2, 10): 1459, 2154, 1417, 2126, 1459, 2154, 1577, 2235, 345, 788, 0, 709, 345, 788, 691, 990
Segment (2, 11): 1495, 2178, 1417, 2126, 1495, 2178, 1707, 2329, 475, 853, 0, 709, 475, 853, 951, 1186
Segment (2, 12): 1538, 2208, 1417, 2126, 1538, 2208, 1853, 2438, 597, 927, 0, 709, 597, 927, 1194, 1389
Segment (2, 13): 1585, 2241, 1417, 2126, 1585, 2241, 2004, 2555, 709, 1002, 0, 709, 709, 1002, 1417, 1585
Segment (2, 14): 1631, 2274, 1417, 2126, 1631, 2274, 2150, 2670, 808, 1075, 0, 709, 808, 1075, 1616, 1765
Segment (2, 15): 1675, 2306, 1417, 2126, 1675, 2306, 2281, 2777, 894, 1140, 0, 709, 894, 1140, 1787, 1923
Segment (3, 0): 2875, 3105, 2041, 2331, 1256, 1637, 598, 1108, 2681, 2730, 1787, 1853, 894, 991, 0, 181
Segment (3, 1): 2638, 2887, 1894, 2206, 1201, 1605, 634, 1157, 2424, 2479, 1616, 1689, 808, 915, 0, 197
Segment (3, 2): 2367, 2644, 1730, 2071, 1145, 1576, 680, 1218, 2126, 2188, 1417, 1500, 709, 829, 0, 218
Segment (3, 3): 2073, 2388, 1556, 1936, 1092, 1556, 738, 1291, 1791, 1865, 1194, 1291, 597, 738, 0, 247
Segment (3, 4): 1770, 2137, 1385, 1814, 1051, 1553, 810, 1378, 1426, 1518, 951, 1071, 475, 647, 0, 288
Segment (3, 5): 1481, 1917, 1236, 1724, 1034, 1574, 898, 1479, 1036, 1160, 691, 851, 345, 568, 0, 344
Segment (3, 6): 1250, 1768, 1140, 1689, 1056, 1630, 1003, 1594, 629, 820, 419, 658, 210, 520, 0, 423
Segment (3, 7): 1157, 1743, 1142, 1733, 1132, 1727, 1126, 1722, 211, 590, 141, 563, 70, 543, 0, 531
Segment (3, 8): 1196, 1793, 1194, 1791, 1196, 1793, 1202, 1797, 70, 601, 0, 597, 70, 601, 141, 613
Segment (3, 9): 1212, 1804, 1194, 1791, 1212, 1804, 1266, 1840, 210, 633, 0, 597, 210, 633, 419, 730
Segment (3, 10): 1243, 1824, 1194, 1791, 1243, 1824, 1380, 1920, 345, 690, 0, 597, 345, 690, 691, 913
Segment (3, 11): 1285, 1853, 1194, 1791, 1285, 1853, 1526, 2028, 475, 763, 0, 597, 475, 763, 951, 1123
Segment (3, 12): 1335, 1888, 1194, 1791, 1335, 1888, 1689, 2153, 597, 844, 0, 597, 597, 844, 1194, 1335
Segment (3, 13): 1389, 1926, 1194, 1791, 1389, 1926, 1853, 2284, 709, 927, 0, 597, 709, 927, 1417, 1538
Segment (3, 14): 1442, 1965, 1194, 1791, 1442, 1965, 2009, 2413, 808, 1005, 0, 597, 808, 1005, 1616, 1723
Segment (3, 15): 1492, 2002, 1194, 1791, 1492, 2002, 2150, 2530, 894, 1075, 0, 597, 894, 1075, 1787, 1884
Segment (4, 0): 2805, 2955, 1951, 2143, 1131, 1393, 411, 789, 2681, 2712, 1787, 1829, 894, 956, 0, 119
Segment (4, 1): 2561, 2725, 1796, 2004, 1067, 1347, 440, 831, 2424, 2459, 1616, 1662, 808, 877, 0, 129
Segment (4, 2): 2281, 2464, 1620, 1851, 998, 1302, 477, 884, 2126, 2165, 1417, 1470, 709, 786, 0, 145
Segment (4, 3): 1974, 2185, 1431, 1693, 929, 1263, 526, 949, 1791, 1838, 1194, 1256, 597, 688, 0, 166
Segment (4, 4): 1650, 1901, 1239, 1541, 869, 1239, 588, 1028, 1426, 1485, 951, 1028, 475, 588, 0, 197
Segment (4, 5): 1332, 1640, 1061, 1417, 830, 1239, 666, 1122, 1036, 1116, 691, 795, 345, 493, 0, 242
Segment (4, 6): 1058, 1445, 930, 1349, 829, 1277, 764, 1232, 629, 754, 419, 579, 210, 424, 0, 310
Segment (4, 7): 921, 1383, 904, 1371, 891, 1363, 883, 1357, 211, 482, 141, 450, 70, 425, 0, 410
Segment (4, 8): 953, 1428, 951, 1426, 953, 1428, 961, 1433, 70, 481, 0, 475, 70, 481, 141, 496
Segment (4, 9): 974, 1441, 951, 1426, 974, 1441, 1039, 1486, 210, 520, 0, 475, 210, 520, 419, 634
Segment (4, 10): 1012, 1467, 951, 1426, 1012, 1467, 1175, 1585, 345, 588, 0, 475, 345, 588, 691, 839
Segment (4, 11): 1063, 1503, 951, 1426, 1063, 1503, 1344, 1714, 475, 672, 0, 475, 475, 672, 951, 1063
Segment (4, 12): 1123, 1546, 951, 1426, 1123, 1546, 1526, 1860, 597, 763, 0, 475, 597, 763, 1194, 1285
Segment (4, 13): 1186, 1592, 951, 1426, 1186, 1592, 1707, 2011, 709, 853, 0, 475, 709, 853, 1417, 1495
Segment (4, 14): 1248, 1639, 951, 1426, 1248, 1639, 1875, 2155, 808, 937, 0, 475, 808, 937, 1616, 1685
Segment (4, 15): 1305, 1683, 951, 1426, 1305, 1683, 2024, 2286, 894, 1012, 0, 475, 894, 1012, 1787, 1849
Segment (5, 0): 2747, 2828, 1875, 1981, 1023, 1172, 236, 475, 2681, 2698, 1787, 1809, 894, 927, 0, 64
