Sequence Number,Value
48,7209020
144,7274556
160,7340094
198,7405632
160,7471168
182,7536703
58,7602236
214,7667770
246,7733305
134,7798841
180,7864378
68,7929916
76,7995453
58,8060988
218,8126523
152,8192058
148,8257593
20,8323127
150,-8368537
178,-8299970
212,-8212531
52,-8148909
12,-8126436
238,-8060867
150,-7995331
102,-7929796
194,-7864260
166,-7798724
134,-7733189
204,-7667655
250,-7602121
218,-7536585
54,-7471049
144,-7405512
42,-7339977
144,-7274442
60,-7208906
238,-7143368
172,-7077830
12,-7012294
168,-6946759
138,-6881224
200,-6815686
214,-6750148
238,-6684610
184,-6619074
168,-6553539
2,-6488005
194,-6422470
46,-6356935
184,-6291397
22,-6225860
98,-6160325
124,-6094792
250,-6029258
254,-5963722
190,-5898184
84,-5832648
240,-5767113
32,-5701578
114,-5636040
44,-5570502
22,-5504965
14,-5439430
116,-5373895
144,-5308359
84,-5242822
186,-5177286
176,-5111749
16,-5046213
66,-4980678
16,-4915144
66,-4849608
66,-4784072
230,-4718534
144,-4652999
58,-4587465
50,-4521930
68,-4456393
12,-4390857
104,-4325322
240,-4259786
214,-4174096
0,-4063509
52,-4037267
144,-3977804
118,-3932082
74,-3866564
222,-3801029
100,-3735497
230,-3669963
184,-3604426
108,-3538888
144,-3473350
224,-3407813
208,-3342277
76,-3276741
122,-3211205
170,-3145668
22,-3080133
104,-3014598
92,-2949063
226,-2883527
198,-2817991
122,-2752456
158,-2686919
166,-2621381
218,-2555842
86,-2490305
38,-2424771
136,-2359238
206,-2293703
116,-2228168
248,-2162631
142,-2097094
96,-2031558
92,-1966022
44,-1900487
204,-1834951
130,-1769416
230,-1703880
112,-1638344
48,-1572808
4,-1507273
152,-1441737
212,-1376201
192,-1310665
46,-1245130
182,-1179594
104,-1114057
118,-1048518
136,-982981
212,-917444
78,-851910
202,-786375
146,-720840
190,-655303
150,-589765
0,-524229
222,-458692
194,-393156
140,-327620
116,-262085
230,-196548
32,-131013
166,-65477
142,20408
92,122389
182,173457
40,208385
144,262318
74,327738
146,393272
162,458808
196,524346
116,589883
182,655420
102,720956
158,786492
30,852028
26,917563
124,983098
182,1048635
2,1114171
68,1179706
120,1245242
128,1310778
54,1376314
110,1441850
106,1507385
132,1572922
6,1638457
132,1703994
12,1769530
142,1835066
84,1900601
248,1966137
226,2031673
92,2097209
114,2162746
14,2228282
248,2293819
12,2359354
194,2424891
28,2490427
160,2555963
190,2621499
96,2687034
216,2752569
78,2818105
90,2883641
4,2949177
104,3014714
84,3080251
200,3145787
158,3211322
114,3276858
54,3342394
110,3407930
98,3473465
210,3539002
80,3604538
2,3670073
40,3735608
158,3801144
130,3866680
138,3932216
206,3997752
128,4063289
10,4128825
124,4214628
46,4302039
230,4331690
230,4453439
170,4456570
2,4522041
50,4587577
102,4653114
140,4718650
194,4784186
226,4849722
132,4915258
216,4980795
20,5046330
246,5111867
120,5177403
98,5242938
250,5308474
122,5374010
136,5439545
152,5505082
16,5570617
246,5636154
180,5701690
198,5767227
56,5832763
78,5898299
12,5963834
220,6029371
76,6094907
40,6160443
8,6225979
44,6291514
202,6357050
254,6422587
140,6488124
36,6553660
2,6619196
42,6684731
148,6750268
32,6815803
20,6881338
178,6946873
212,7012409
182,7077946
172,7143482
236,7209018
230,7274555
76,7340091
176,7405627
2,7471162
160,7536697
204,7602234
6,7667771
28,7733307
198,7798843
164,7864379
144,7929914
234,7995450
146,8060986
78,8126521
210,8192057
96,8257593
24,8323128
154,-8352545
170,-8280160
32,-8218604
112,-8178712
156,-8060972
92,-8060875
246,-7995338
80,-7929802
104,-7864267
178,-7798732
132,-7733197
52,-7667661
198,-7602125
220,-7536588
158,-7471052
198,-7405514
88,-7339978
194,-7274442
180,-7208906
84,-7143370
140,-7077832
10,-7012296
120,-6946760
124,-6881224
162,-6815687
20,-6750152
248,-6684616
178,-6619081
162,-6553545
170,-6488008
8,-6422473
154,-6356937
124,-6291402
194,-6225865
102,-6160329
220,-6094793
212,-6029257
10,-5963721
12,-5898186
216,-5832649
80,-5767114
224,-5701578
50,-5636043
184,-5570507
42,-5504972
76,-5439437
166,-5373901
30,-5308365
136,-5242829
210,-5177293
116,-5111757
42,-5046222
120,-4980685
94,-4915149
90,-4849614
182,-4784078
14,-4718542
234,-4653006
238,-4587469
42,-4521933
4,-4456397
78,-4390861
242,-4325324
134,-4259788
116,-4158202
148,-4067266
72,-4061571
156,-3965665
154,-3932093
166,-3866575
224,-3801039
148,-3735503
136,-3669967
134,-3604431
194,-3538895
208,-3473358
52,-3407822
54,-3342286
156,-3276750
66,-3211214
116,-3145677
108,-3080141
144,-3014604
82,-2949068
114,-2883531
34,-2817995
52,-2752460
144,-2686924
210,-2621388
234,-2555851
78,-2490315
188,-2424779
86,-2359244
226,-2293708
162,-2228172
174,-2162636
136,-2097100
144,-2031564
90,-1966028
72,-1900491
16,-1834956
190,-1769420
10,-1703884
28,-1638349
62,-1572813
94,-1507278
138,-1441742
250,-1376205
42,-1310670
158,-1245135
198,-1179599
84,-1114063
140,-1048526
14,-982991
104,-917456
138,-851920
154,-786384
170,-720847
24,-655311
12,-589775
64,-524240
192,-458704
188,-393168
128,-327632
54,-262097
216,-196561
60,-131025
172,-65489
202,35989
64,71745
126,177988
10,238790
128,262225
154,327729
66,393264
228,458801
208,524337
96,589873
242,655409
88,720945
166,786481
24,852017
8,917552
150,983088
186,1048624
80,1114160
94,1179695
248,1245231
188,1310767
64,1376303
98,1441839
176,1507376
8,1572912
122,1638448
98,1703985
8,1769521
130,1835058
40,1900594
56,1966130
46,2031666
180,2097202
158,2162738
100,2228274
60,2293809
228,2359346
34,2424881
230,2490417
232,2555953
88,2621489
18,2687024
188,2752560
102,2818096
136,2883631
244,2949167
186,3014703
108,3080239
138,3145775
190,3211311
134,3276847
168,3342383
214,3407919
246,3473455
208,3538991
186,3604527
176,3670063
142,3735599
148,3801135
140,3866670
244,3932207
48,3997742
228,4063279
106,4128815
34,4230302
174,4271161
150,4362043
140,4438201
192,4456512
56,4522032
124,4587568
156,4653104
252,4718640
78,4784176
90,4849713
20,4915248
248,4980785
66,5046320
198,5111857
134,5177394
14,5242930
136,5308466
24,5374001
210,5439537
154,5505074
18,5570609
254,5636146
2,5701682
142,5767218
36,5832754
128,5898290
0,5963825
176,6029361
226,6094898
2,6160433
206,6225968
238,6291504
194,6357041
14,6422576
112,6488112
202,6553648
134,6619185
70,6684721
180,6750257
210,6815793
154,6881329
126,6946865
168,7012401
194,7077938
90,7143474
142,7209010
92,7274545
218,7340080
120,7405615
240,7471151
176,7536688
160,7602224
118,7667760
32,7733295
192,7798831
100,7864367
144,7929904
92,7995440
198,8060976
226,8126513
222,8192050
116,8257586
178,8323122
170,-8352492
194,-8301765
228,-8241059
128,-8134627
12,-8126414
22,-8060877
42,-7995341
114,-7929806
168,-7864270
130,-7798734
42,-7733199
224,-7667663
90,-7602127
92,-7536591
68,-7471055
170,-7405519
112,-7339983
172,-7274446
16,-7208910
208,-7143373
150,-7077836
116,-7012299
24,-6946764
250,-6881227
52,-6815692
204,-6750155
82,-6684619
50,-6619083
120,-6553547
128,-6488011
182,-6422474
102,-6356938
92,-6291402
102,-6225867
2,-6160332
72,-6094797
250,-6029260
152,-5963723
110,-5898187
196,-5832651
254,-5767115
10,-5701581
200,-5636045
232,-5570509
238,-5504972
58,-5439437
162,-5373901
84,-5308366
122,-5242830
248,-5177294
222,-5111757
190,-5046221
134,-4980685
170,-4915149
50,-4849614
148,-4784078
160,-4718542
80,-4653006
34,-4587471
198,-4521935
126,-4456399
170,-4390862
138,-4325326
196,-4259789
110,-4157934
108,-4084611
8,-4027425
84,-3982724
96,-3932077
242,-3866573
202,-3801037
236,-3735501
202,-3669965
192,-3604428
148,-3538892
84,-3473356
200,-3407820
96,-3342284
142,-3276748
246,-3211211
68,-3145674
12,-3080138
32,-3014603
248,-2949067
238,-2883530
0,-2817994
16,-2752458
74,-2686922
10,-2621387
254,-2555851
252,-2490315
100,-2424778
62,-2359242
208,-2293705
154,-2228169
44,-2162634
184,-2097098
242,-2031562
254,-1966025
144,-1900489
118,-1834953
88,-1769417
0,-1703881
88,-1638345
92,-1572809
72,-1507273
156,-1441737
46,-1376201
4,-1310666
218,-1245129
50,-1179593
78,-1114057
190,-1048521
224,-982985
252,-917448
26,-851912
124,-786377
216,-720841
204,-655305
92,-589769
92,-524233
168,-458697
182,-393160
76,-327625
232,-262088
4,-196551
24,-131015
38,-65479
96,36396
222,71423
32,177859
124,238773
50,327672
146,327737
132,393273
166,458809
202,524346
146,589881
246,655418
108,720953
234,786490
24,852025
182,917561
40,983096
80,1048632
160,1114168
196,1179705
8,1245241
44,1310776
90,1376312
134,1441848
28,1507384
50,1572920
44,1638456
184,1703992
200,1769529
80,1835065
90,1900602
0,1966138
66,2031674
72,2097210
64,2162746
152,2228282
192,2293818
228,2359354
182,2424890
216,2490426
232,2555962
180,2621499
132,2687035
114,2752571
142,2818107
60,2883643
20,2949179
10,3014715
34,3080250
254,3145786
136,3211322
110,3276858
50,3342394
160,3407930
46,3473466
86,3539002
2,3604537
156,3670073
126,3735609
38,3801144
224,3866680
90,3932216
124,3997753
74,4063289
92,4128825
216,4230986
230,4313873
14,4340845
170,4416097
10,4456572
50,4522043
30,4587578
218,4653114
150,4718650
42,4784185
10,4849721
136,4915257
86,4980792
174,5046329
4,5111864
152,5177400
182,5242936
128,5308472
68,5374008
116,5439544
108,5505080
108,5570616
72,5636152
60,5701688
224,5767224
220,5832761
72,5898297
88,5963833
98,6029369
206,6094905
222,6160442
8,6225977
170,6291513
188,6357049
246,6422586
104,6488122
74,6553657
214,6619194
68,6684730
42,6750266
10,6815801
208,6881337
166,6946874
20,7012410
12,7077946
18,7143482
28,7209019
6,7274555
20,7340091
24,7405627
74,7471163
100,7536699
242,7602236
108,7667772
138,7733307
240,7798844
108,7864380
178,7929916
160,7995452
174,8060987
246,8126524
52,8192059
212,8257594
174,8323130
94,-8352095
204,-8291514
92,-8196781
132,-8189507
216,-8126390
120,-8060871
192,-7995335
158,-7929799
94,-7864264
192,-7798728
164,-7733192
188,-7667655
76,-7602119
12,-7536583
80,-7471047
52,-7405511
104,-7339975
76,-7274439
106,-7208903
80,-7143367
94,-7077832
242,-7012296
122,-6946761
220,-6881225
246,-6815689
188,-6750153
214,-6684616
160,-6619080
148,-6553543
38,-6488007
28,-6422471
84,-6356935
112,-6291399
60,-6225863
96,-6160327
92,-6094791
162,-6029254
38,-5963718
208,-5898182
52,-5832646
28,-5767111
214,-5701575
196,-5636039
114,-5570503
172,-5504967
156,-5439432
240,-5373896
166,-5308360
72,-5242825
176,-5177288
118,-5111752
164,-5046216
140,-4980680
54,-4915144
194,-4849607
22,-4784071
74,-4718535
26,-4653000
150,-4587464
68,-4521928
180,-4456392
130,-4390856
188,-4325319
50,-4259784
156,-4157837
92,-4126512
158,-4009325
142,-3959044
78,-3932119
48,-3866567
164,-3801031
138,-3735495
150,-3669958
28,-3604422
62,-3538886
226,-3473350
218,-3407814
238,-3342278
208,-3276742
32,-3211207
162,-3145671
48,-3080135
134,-3014599
110,-2949063
68,-2883527
40,-2817991
90,-2752455
116,-2686919
118,-2621383
8,-2555848
206,-2490311
102,-2424775
154,-2359238
2,-2293702
24,-2228166
60,-2162630
136,-2097094
84,-2031558
226,-1966022
208,-1900486
186,-1834950
72,-1769415
238,-1703879
144,-1638343
8,-1572807
2,-1507272
104,-1441736
172,-1376200
148,-1310663
88,-1245128
146,-1179592
190,-1114056
40,-1048520
6,-982984
44,-917449
174,-851912
196,-786376
248,-720839
170,-655303
160,-589767
248,-524230
60,-458694
46,-393159
182,-327624
230,-262088
134,-196552
76,-131016
0,-65481
234,36606
14,108612
124,168596
42,210699
134,262201
64,327737
80,393273
200,458810
36,524346
26,589882
56,655418
208,720955
36,786491
136,852027
116,917563
40,983099
6,1048635
106,1114171
102,1179707
54,1245243
160,1310779
128,1376315
164,1441851
142,1507387
132,1572923
176,1638459
184,1703995
226,1769531
128,1835067
134,1900604
34,1966139
152,2031675
132,2097211
130,2162746
134,2228282
152,2293818
106,2359354
92,2424890
110,2490426
80,2555961
208,2621497
200,2687033
130,2752569
232,2818106
114,2883642
88,2949178
150,3014714
14,3080250
24,3145785
242,3211322
190,3276859
74,3342395
144,3407931
150,3473468
118,3539004
152,3604541
0,3670077
64,3735613
54,3801148
206,3866684
172,3932220
200,3997756
78,4063292
190,4128828
118,4230997
202,4287163
132,4328714
186,4454884
98,4456523
240,4522043
174,4587579
188,4653115
104,4718651
246,4784187
160,4849724
64,4915259
120,4980795
188,5046331
202,5111868
48,5177404
90,5242940
62,5308476
82,5374012
28,5439548
24,5505084
108,5570620
14,5636156
66,5701691
224,5767227
152,5832763
158,5898299
174,5963835
66,6029371
144,6094907
170,6160444
4,6225980
80,6291516
154,6357052
188,6422588
186,6488124
172,6553660
170,6619196
176,6684732
210,6750269
58,6815804
250,6881340
70,6946875
78,7012410
234,7077946
136,7143482
108,7209017
198,7274553
234,7340089
86,7405625
238,7471161
208,7536698
78,7602234
72,7667770
120,7733306
168,7798843
92,7864380
104,7929917
26,7995452
214,8060989
6,8126525
2,8192061
70,8257597
210,8323134
12,-8351889
18,-8312886
104,-8219963
2,-8145205
168,-8126451
84,-8060866
94,-7995331
242,-7929794
8,-7864258
60,-7798722
176,-7733186
216,-7667649
82,-7602113
234,-7536577
218,-7471040
152,-7405504
132,-7339968
178,-7274432
156,-7208896
122,-7143361
230,-7077825
126,-7012289
72,-6946754
232,-6881217
18,-6815682
196,-6750145
58,-6684610
116,-6619074
50,-6553539
192,-6488003
158,-6422468
236,-6356931
38,-6291396
52,-6225861
238,-6160325
192,-6094788
6,-6029253
246,-5963716
100,-5898180
98,-5832643
64,-5767107
206,-5701571
222,-5636034
32,-5570498
68,-5504962
74,-5439426
82,-5373890
154,-5308354
184,-5242818
220,-5177282
62,-5111746
96,-5046210
86,-4980674
140,-4915138
194,-4849602
224,-4784066
244,-4718530
196,-4652994
104,-4587459
218,-4521923
76,-4456387
98,-4390852
192,-4325315
32,-4259779
24,-4158008
242,-4090060
26,-4016328
244,-3988273
58,-3932083
60,-3866563
32,-3801028
230,-3735493
160,-3604709
40,-3539105
128,-3538884
250,-3473348
210,-3407812
202,-3342276
144,-3276740
140,-3211203
8,-3145667
20,-3080132
198,-3014596
84,-2949060
174,-2883524
148,-2817988
140,-2752452
224,-2686915
98,-2621378
6,-2555842
120,-2490306
128,-2424770
184,-2359234
80,-2293698
8,-2228163
98,-2162627
14,-2097091
156,-2031556
226,-1966019
60,-1900484
208,-1834948
162,-1769412
186,-1703876
232,-1638340
158,-1572804
206,-1507268
204,-1441732
234,-1376195
120,-1310659
30,-1245123
110,-1179587
108,-1114051
248,-1048514
2,-982979
254,-917443
232,-851907
242,-786370
38,-720834
196,-655298
214,-589761
6,-524225
126,-458689
126,-393153
198,-327617
184,-262081
188,-196544
110,-131008
60,-65473
216,44972
152,127038
38,180585
104,237466
214,262190
234,327743
42,393279
90,458815
0,524350
210,589886
54,655422
46,720957
216,789355
192,857249
84,917675
120,983101
4,1048637
24,1114172
156,1179708
160,1245244
148,1310780
244,1376317
64,1441853
202,1507390
74,1572926
88,1638462
154,1703998
164,1769534
134,1835070
130,1900606
184,1966142
176,2031678
228,2097214
240,2162750
228,2228287
24,2293823
36,2359358
210,2424894
240,2490430
158,2555967
140,2621503
82,2687039
82,2752575
94,2818111
78,2883647
214,2949183
198,3014720
72,3080255
236,3145791
176,3211327
194,3276863
48,3342398
244,3407934
118,3473469
196,3539005
128,3604541
78,3670076
144,3735613
4,3801148
8,3866683
218,3932219
120,3997755
92,4063291
66,4128827
176,4231142
232,4285955
12,4330838
156,4453917
84,4456622
10,4522044
66,4587580
46,4653116
134,4718652
64,4784188
186,4849724
254,4915261
14,4980796
228,5046332
230,5111868
224,5177404
146,5242940
54,5308476
72,5374012
14,5439547
162,5505083
132,5570618
196,5636155
12,5701690
114,5767226
52,5832762
78,5898297
218,5963834
10,6029370
52,6094905
232,6160442
22,6225978
50,6291514
6,6357049
156,6422585
70,6488121
68,6553657
162,6619193
142,6684730
66,6750266
50,6815802
136,6881338
80,6946874
148,7012410
170,7077946
142,7143483
34,7209018
180,7274555
76,7340091
106,7405628
10,7471164
66,7536700
128,7602236
194,7667772
110,7733308
100,7798843
194,7864379
42,7929915
70,7995450
154,8060986
92,8126522
74,8192058
58,8257594
80,8323129
228,-8335704
126,-8307953
68,-8196689
114,-8189571
166,-8126408
158,-8060872
172,-7995336
112,-7929800
244,-7864264
192,-7798728
238,-7733191
90,-7667655
36,-7602119
48,-7536583
120,-7471047
128,-7404580
56,-7337994
118,-7211811
12,-7208902
228,-7143366
224,-7077830
106,-7012294
144,-6946758
56,-6881223
138,-6815687
142,-6750151
60,-6684615
106,-6619079
90,-6553542
12,-6488007
210,-6422470
8,-6356935
192,-6291399
204,-6225863
168,-6160327
180,-6094791
118,-6029255
166,-5963719
210,-5898183
196,-5832646
4,-5767111
152,-5701574
20,-5636039
96,-5570503
252,-5504967
134,-5439431
222,-5373895
96,-5308359
40,-5242824
244,-5177288
194,-5111752
186,-5046216
178,-4980680
144,-4915144
204,-4849608
212,-4784071
70,-4718535
176,-4652998
26,-4587462
62,-4521925
102,-4456389
54,-4390853
194,-4325317
236,-4259781
176,-4141298
18,-4067432
192,-4029477
238,-3948855
146,-3932004
36,-3866565
34,-3801030
118,-3735494
244,-3669958
194,-3604422
178,-3538886
